date,week,month,month_name,weekday,is_weekend,price_source,buy_mean_EUR_kWh,buy_max_EUR_kWh,v2g_max_EUR_kWh,A_cost_EUR,A_charge_EUR,C_cost_EUR,C_v2g_rev_EUR,C_charge_EUR,C_deg_EUR,C_v2g_kwh,C_saving_EUR,D_cost_EUR,D_v2g_rev_EUR,D_v2g_kwh,D_saving_EUR
2024-01-11,2,1,Jan,3,0,ML FORECAST 2024-01-11,0.06431138684081893,0.08896642441230498,0.220966424412305,9.370924230318455,6.103532925970626,5.961635810117469,7.44897968481243,7.895664379077684,5.514951115852215,34.34312941322419,3.409288420200985,6.609767930669075,6.69890620519952,31.163669896015882,2.7611562996493797
2024-01-12,2,1,Jan,4,0,ML FORECAST 2024-01-12,0.06385303342405964,0.08875656460368792,0.22075656460368792,9.322398383726437,6.055007079378609,5.827805073747463,7.441547381847522,7.7544013397427705,5.514951115852215,34.34312941322418,3.494593309978974,5.763939904812228,6.580137958853805,30.445149693720804,3.5584584789142086
2024-01-13,2,1,Jan,5,1,ML FORECAST 2024-01-13,0.05806536647010002,0.0799641161401932,0.21196411614019323,9.061086800887455,5.793695496539629,6.286664812875003,6.936422131686335,7.708135828709124,5.514951115852215,34.34312941322419,2.7744219880124525,6.605698610583143,6.297734836660983,31.427437265342164,2.455388190304313
2024-01-14,2,1,Jan,6,1,ML FORECAST 2024-01-14,0.050233991603625676,0.07276162757984508,0.2047616275798451,8.35341211940394,5.086020815056112,5.8147160609228195,6.560190415394256,6.85995536046486,5.514951115852215,34.34312941322419,2.5386960584811202,6.411589273058241,5.657586981404381,29.744941543303113,1.9418228463456986
2024-01-15,3,1,Jan,0,0,ML FORECAST 2024-01-15,0.06389658247507543,0.08904569318037056,0.21625418594378826,9.203310787866961,5.9359194835191325,5.981033397873611,7.332578751865535,7.7986610338869315,5.514951115852214,34.34312941322418,3.2222773899933497,6.306727740724543,6.658588158009189,31.163669896015886,2.8965830471424185
2024-01-16,3,1,Jan,1,0,ML FORECAST 2024-01-16,0.06996762331957623,0.09447415855980794,0.22647415855980796,9.872080014925396,6.604688710577569,6.778109406497819,7.646733768871753,8.909892059517357,5.514951115852215,34.34312941322419,3.0939706084275773,5.452102405201874,8.124847255997064,36.66366989601589,4.419977609723523
2024-01-17,3,1,Jan,2,0,ML FORECAST 2024-01-17,0.06611790918655297,0.09162096609181483,0.21657212900343414,9.621462354380398,6.354071050032571,6.310233023699414,7.3335087190183454,8.128790626865545,5.514951115852215,34.34312941322418,3.311229330680984,6.414507089234839,6.920793948844608,32.437596882544455,3.2069552651455595
2024-01-18,3,1,Jan,3,0,ML FORECAST 2024-01-18,0.06341291295243774,0.08971637368784746,0.220261646758926,9.236927402639814,5.969536098291986,5.6950050867109026,7.433326111622834,7.613380082481521,5.514951115852215,34.34312941322418,3.541922315928912,5.997399217459112,6.825888658090513,31.56409020253615,3.2395281851807027
2024-01-19,3,1,Jan,4,0,ML FORECAST 2024-01-19,0.05827496206169288,0.08279999661061624,0.2134987885884696,8.781328875744094,5.5139375713962675,5.463458761280599,7.0904340349105865,7.038941680338971,5.514951115852215,34.34312941322419,3.3178701144634957,4.377072311515739,7.546234834888158,36.66366989601588,4.404256564228356
2024-01-20,3,1,Jan,5,1,ML FORECAST 2024-01-20,0.04760409425826879,0.06949870995416894,0.20149870995416896,8.067535997864432,4.800144693516604,5.145083898682986,6.551397301690691,6.181530084521462,5.514951115852215,34.34312941322419,2.922452099181446,5.509593482019389,5.972573307676738,31.56409020253615,2.5579425158450437
2024-01-21,3,1,Jan,6,1,ML FORECAST 2024-01-21,0.039320186824188384,0.06393578275816089,0.1959357827581609,7.221395608863412,3.9540043045155846,4.166628000159289,6.438490620098985,5.09016750440606,5.514951115852215,34.34312941322419,3.0547676087041236,4.605559387473679,5.767900534008426,31.01101874915024,2.615836221389733
